pair,model,experiment_id,step,sample,metric,region,value,value_norm,comparability
euler_on_on,omniavatar,omni_ta_euler_on_on,11,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,ssim,mouth,0.83396721,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,11,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,ssim,upper_face,0.95927191,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,11,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,ssim,full,0.90827322,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,11,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,lpips,mouth,0.1295923,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,11,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,lpips,full,0.08448605,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,11,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sharpness,mouth,16.9058,1.311655765813995,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,11,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,lmd,mouth,7.695391,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,11,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sync_d,mouth,7.795897,1.2646557466190775,face_value
euler_on_on,omniavatar,omni_ta_euler_on_on,11,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sync_c,mouth,6.324404,0.8244551890820114,face_value
euler_on_on,omniavatar,omni_ta_euler_on_on,12,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,mouth,0.00733716,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,12,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,upper_face,0.00023715,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,12,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,full,0.00312683,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,12,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,ssim,mouth,0.83738971,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,12,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,ssim,upper_face,0.95976335,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,12,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,ssim,full,0.90995753,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,12,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,lpips,mouth,0.12732695,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,12,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,lpips,full,0.0830027,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,12,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sharpness,mouth,16.3007,1.2647083924927651,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,12,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,lmd,mouth,7.416775,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,12,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sync_d,mouth,7.688206,1.2471860388985734,face_value
